,GX000-01-10544170,GX000-09-2703409,GX000-10-4524900,GX000-14-10770491,GX000-14-16748010,GX000-14-5445022,GX000-16-0145015,GX000-16-4063715,GX000-21-2440731,GX000-22-12322384
gridlock,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
newark,0.0,0.0,0.0,0.0,0.564807980345902,0.0,0.0,0.0,0.0,0.0
ewr,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
guardia,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
lga,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
f,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
kennedi,0.0,0.0,0.0,0.0,0.5242129658003791,0.0,0.0,0.0,0.0,0.5137827651479081
jfk,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
edward,0.0,0.0,0.0,0.0,0.5242129658003791,0.0,0.0,0.0,0.5226486449761973,0.0
lawrenc,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
logan,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
bo,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
boston,0.0,0.0,0.0,0.0,0.5242129658003791,0.0,0.0,0.0,0.5025165161084664,0.0
atcscc,0.0,0.0,0.0,0.0,0.5972119705188529,0.0,0.0,0.0,0.0,0.0
summari,0.0,0.0,0.0,0.0,0.5099076828972529,0.0,0.5203657926221309,0.0,0.0,0.5169192738706934
what,0.0,0.0,0.0,0.0,0.5253938439559872,0.0,0.5173994856735468,0.5041482217499846,0.5246329797176056,0.0
rerout,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
rat,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
playbook,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
hdta,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
reserv,0.0,0.0,0.0,0.0,0.5605324145009478,0.0,0.0,0.5059329783749273,0.0,0.0
runway,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
visual,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
rang,0.0,0.0,0.0,0.0,0.5198153657945058,0.0,0.5407315852442619,0.5194216830303765,0.0,0.0
rvr,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
aviat,0.0,0.0,0.0,0.0,0.5486059852594264,0.0,0.0,0.0,0.0,0.0
fsm,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
demand,0.0,0.0,0.0,0.0,0.5121064829001896,0.0,0.0,0.5059329783749273,0.0,0.0
chart,0.0,0.0,0.0,0.0,0.5121064829001896,0.0,0.0,0.0,0.0,0.5206741477218622
altitud,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
glossari,0.0,0.0,0.0,0.0,0.5099076828972529,0.0,0.0,0.0,0.5020594621752716,0.5056397579568978
feedback,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
faa,0.0,0.0,0.0,0.0,0.5324039901729509,0.0,0.0,0.0,0.0,0.0
map,0.0,0.0,0.0,0.0,0.5099076828972529,0.0,0.0,0.5048554207575942,0.5020594621752716,0.0
welcom,0.0,0.0,0.0,0.0,0.5121064829001896,0.6343819601921041,0.0,0.0,0.0,0.0
shown,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
zoom,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
northwestern,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
southwestern,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
southeastern,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
alaska,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
hawaii,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
usemap,0.0,0.0,0.0,0.0,1.1642817985454945,0.0,0.0,0.0,0.0,0.0
caption,0.0,0.0,0.0,0.0,0.5162019950864755,0.0,0.0,0.0,0.0,0.0
legend,0.0,0.0,0.0,0.0,0.5121064829001896,0.0,0.0,0.5059329783749273,0.0,0.0
webmast,0.0,0.0,0.0,0.0,0.5121064829001896,0.0,0.0,0.0,0.5377477416269956,0.0
comment,0.0,0.0,0.0,0.0,0.5084646146519958,0.5313190742123842,0.0,0.5041482217499846,0.5070379942050302,0.0
golden,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
ocean,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
sunset,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
waterfal,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
flower,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
skylin,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
social,0.0,0.0,0.0,0.0,0.0,0.5733168534396713,0.6221947557327856,0.538843366060753,0.0,0.0
care,0.0,0.0,0.0,0.0,0.0,1.3958797346140275,0.0,0.5415308486244913,0.0,0.0
licens,0.0,0.0,0.0,0.0,0.0,0.7932674137586855,0.5203657926221309,0.5339879453031589,0.0,0.0
divis,0.0,0.0,0.0,0.0,0.0,0.5895879734614028,0.0,0.5059329783749273,0.0,0.0
statut,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.0,0.0,0.506891382573954
cdss,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
ccrc,0.0,0.0,0.0,0.0,0.0,0.8596842909197555,0.0,0.0,0.0,0.0
retir,0.0,0.0,0.0,0.0,0.0,0.6198947636399186,0.0,0.0,0.0,0.0
websit,0.0,0.0,0.0,0.0,0.0,0.5733168534396713,0.0,0.5242771037879707,0.5020594621752716,0.0
governor,0.0,0.0,0.0,0.0,0.0,0.6198947636399186,0.0,0.0,0.0,0.0
gray,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.0,0.0,0.506891382573954
today,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.5296648918746367,0.0,0.0
senior,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.517798935124782,0.0,0.0
face,0.0,0.0,0.0,0.0,0.0,0.5366584267198357,0.5610973778663928,0.5048554207575942,0.0,0.0
attract,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
live,0.0,0.0,0.0,0.0,0.0,0.5313190742123842,0.5173994856735468,0.5041482217499846,0.5193544840638329,0.0
contract,0.0,0.0,0.0,0.0,0.0,0.7997369090997963,0.0,0.0,0.0,0.0
hous,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.517798935124782,0.0,0.0
residenti,0.0,0.0,0.0,0.0,0.0,0.6198947636399186,0.0,0.0,0.0,0.0
nurs,0.0,0.0,0.0,0.0,0.0,0.6343819601921041,0.524885548183723,0.0,0.0,0.0
usual,0.0,0.0,0.0,0.0,0.0,0.5895879734614028,0.0,0.5237319134997094,0.0,0.0
lifetim,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
obtain,0.0,0.0,0.0,0.0,0.0,0.5366584267198357,0.5203657926221309,0.538843366060753,0.0,0.0
certif,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.553396805374346,0.0,0.0
elderli,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.5059329783749273,0.0,0.0
rcfe,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
skill,0.0,0.0,0.0,0.0,0.0,0.5895879734614028,0.524885548183723,0.0,0.0,0.0
health,0.0,0.0,0.0,0.0,0.0,0.5366584267198357,0.6018289631106547,0.5242771037879707,0.0,0.0
oversight,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
approv,0.0,0.0,0.0,0.0,0.0,0.5895879734614028,0.0,0.5059329783749273,0.0,0.0
financi,0.0,0.0,0.0,0.0,0.0,0.5895879734614028,0.0,0.5474638269994186,0.0,0.0
compli,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
accommod,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
supervis,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
qualiti,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
branch,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.524885548183723,0.0,0.0,0.0
overse,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
ongo,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.0,0.0,0.506891382573954
fulfil,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
contractu,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
oblig,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.5059329783749273,0.0,0.0
advic,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.5237319134997094,0.0,0.0
whose,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.517798935124782,0.0,0.0
appoint,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
legislatur,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
prospect,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.5118659567498547,0.0,0.0
sure,0.0,0.0,0.0,0.0,0.0,0.5447939867307013,0.0,0.5118659567498547,0.0,0.0
back,0.0,0.0,0.0,0.0,0.0,0.5366584267198357,0.0,0.5097108415151883,0.5041189243505433,0.0
herein,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
necessarili,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
opinion,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
schwarzenegg,0.0,0.0,0.0,0.0,0.0,0.5599473818199593,0.0,0.0,0.0,0.0
dept,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
index,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
account,0.0,0.0,0.0,0.0,0.0,0.0,0.5497710963674459,0.6720563728728928,0.0,0.0
curriculum,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
profession,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
student,0.0,0.0,0.0,0.0,0.0,0.0,0.9887790229311424,0.5145662622727823,0.0,0.5056397579568978
counsel,0.0,0.0,0.0,0.0,0.0,0.0,1.1221387045930746,0.535597870249564,0.0,0.0
child,0.0,0.0,0.0,0.0,0.0,0.0,0.624427740918615,0.517798935124782,0.0,0.0
abus,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5415308486244913,0.0,0.0
acrobat,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
reader,0.0,0.0,0.0,0.0,0.0,0.0,0.5203657926221309,0.5048554207575942,0.0,0.5056397579568978
grade,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
colleg,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
uc,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
note,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.535597870249564,0.0,0.0
news,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
bulli,0.0,0.0,0.0,0.0,0.0,0.0,0.8663451111219733,0.0,0.0,0.0
classroom,0.0,0.0,0.0,0.0,0.0,0.0,0.624427740918615,0.0,0.5025165161084664,0.0
kb,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
credenti,0.0,0.0,0.0,0.0,0.0,0.0,0.7331287070776193,0.0,0.0,0.0
pupil,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
crisi,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
cope,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.0,0.5025165161084664,0.0
tragedi,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
dropout,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
foster,0.0,0.0,0.0,0.0,0.0,0.0,0.5497710963674459,0.0,0.5025165161084664,0.0
youth,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
mental,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
psychologist,0.0,0.0,0.0,0.0,0.0,0.0,0.633216404044354,0.0,0.0,0.0
titl,0.0,0.0,0.0,0.0,0.0,0.0,0.5203657926221309,0.5194216830303765,0.5020594621752716,0.0
clear,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
ethic,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
comprehens,0.0,0.0,0.0,0.0,0.0,0.0,0.633216404044354,0.0,0.0,0.0
rtf,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.6665205050554424,0.0,0.0,0.0
sparc,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
truanci,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
zero,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
wide,0.0,0.0,0.0,0.0,0.0,0.0,0.5497710963674459,0.517798935124782,0.0,0.0
life,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.0,0.5150990966507982,0.0
psycholog,0.0,0.0,0.0,0.0,0.0,0.0,0.633216404044354,0.0,0.0,0.0
neg,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
erod,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
later,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
delinqu,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
abroad,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
caus,0.0,0.0,0.0,0.0,0.0,0.0,0.5203657926221309,0.5194216830303765,0.0,0.5056397579568978
serious,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
underestim,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
collect,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
intend,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
rais,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5118659567498547,0.0,0.0
parent,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
children,0.0,0.0,0.0,0.0,0.0,0.0,0.5497710963674459,0.5059329783749273,0.0,0.0
discuss,0.0,0.0,0.0,0.0,0.0,0.0,0.5203657926221309,0.5048554207575942,0.5041189243505433,0.0
differenti,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
aggress,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
diminish,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
vivian,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
linfor,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
vlinfor,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
welfar,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
complianc,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
compulsori,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
admiss,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
enrol,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
disciplin,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
transfer,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.517798935124782,0.0,0.0
climat,0.0,0.0,0.0,0.0,0.0,0.0,0.5497710963674459,0.0,0.5075495483253991,0.0
combin,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.0,0.0,0.506891382573954
resolv,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
complic,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
choic,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
campu,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
sarb,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
handbook,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
david,0.0,0.0,0.0,0.0,0.0,0.0,0.5746566445511689,0.0,0.5125825805423319,0.0
kopperud,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
dkopperu,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
teacher,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
grow,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5237319134997094,0.0,0.0
unwant,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
cde,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
accompani,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
overcom,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
conduc,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
left,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
behind,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
nclb,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
seldom,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
launch,0.0,0.0,0.0,0.0,0.0,0.0,0.5203657926221309,0.5485542075759413,0.5020594621752716,0.0
entitl,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
schoolwid,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
commit,0.0,0.0,0.0,0.0,0.0,0.0,0.5203657926221309,0.5097108415151883,0.0,0.5056397579568978
behav,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
log,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
karen,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
lowrey,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
klowrey,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
scope,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
development,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
counselor,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
tenth,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
jacki,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
jallen,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
motiv,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
m,0.0,0.0,0.0,0.0,0.0,0.0,0.5497710963674459,0.0,0.5050330322169327,0.0
intervent,0.0,0.0,0.0,0.0,0.0,0.0,0.5999123030332655,0.0,0.0,0.0
resili,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
nurtur,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
among,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5118659567498547,0.0,0.0
failur,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.0,0.5025165161084664,0.0
grant,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
record,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5474638269994186,0.0,0.0
tutor,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
mentor,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
vocat,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
emancip,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
independ,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5118659567498547,0.0,0.0
save,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5118659567498547,0.0,0.0
uniqu,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
suicid,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
worker,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
programmat,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
famili,0.0,0.0,0.0,0.0,0.0,0.0,0.5407315852442619,0.5436987868183472,0.5020594621752716,0.0
multipl,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
referr,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
reciproc,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
elig,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
commiss,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.6483244593731834,0.0,0.0
joe,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
dear,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
jdear,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
marriag,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
therapist,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
r,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
street,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.524885548183723,0.5059329783749273,0.0,0.0
sacramento,0.0,0.0,0.0,0.0,0.0,0.0,0.566608202022177,0.0,0.0,0.0
linda,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
ldavis,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
html,0.0,0.0,0.0,0.0,0.0,0.0,0.5333041010110885,0.0,0.0,0.0
citizen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5397002528609002,0.0,0.0
consum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3958797346140275,0.0,0.506891382573954
tip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714604551496203,0.0,0.0
complaint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7076542431224567,0.5050330322169327,0.0
scam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2463647537849232,0.0,0.0
latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238201517165401,0.0,0.0
recal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476403034330802,0.0,0.0
fcic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079400505721801,0.0,0.0
press,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.5413482954437243
faq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.5025165161084664,0.0
fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.5025165161084664,0.0
stuff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079400505721801,0.0,0.0
here,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5635204045774402,0.0,0.0
food,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158801011443601,0.0,0.0
money,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364585026233287,0.0,0.506891382573954
small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517798935124782,0.5075495483253991,0.0
travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238201517165401,0.0,0.0
and,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097108415151883,0.51235677305163,0.5056397579568978
automot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158801011443601,0.0,0.0
sale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652627621242007,0.0,0.5413482954437243
three,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5237319134997094,0.0,0.506891382573954
revenu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5317602022887201,0.0,0.0
seen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079400505721801,0.0,0.0
some,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5237319134997094,0.5125825805423319,0.0
artist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6508609608714206,0.0,0.0
knowingli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079400505721801,0.0,0.0
narcot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079400505721801,0.0,0.0
