show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,month_added,duration_movies,duration_tv
s5182,Movie,The Journey Is the Destination,Bronwen Hughes,"Ben Schnetzer, Kelly Macdonald, Sam Hazeldine, Ella Purnell, Maria Bello, Yusra Warsama",UnitedStates,2017-11-07 00:00:00,2016,R,Dramas,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.,November,123,123
s5183,Movie,Let It Fall: Los Angeles 1982-1992,John Ridley,NULL,UnitedStates,2017-11-06 00:00:00,2017,TV-MA,Documentaries,This documentary chronicles simmering tension and broken trust between L.A.'s black community and police in the decade before the Rodney King riots.,November,144,144
s5184,Movie,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pavan Malhotra, Ratna Pathak Shah, Karan Kundra, Anil Mange, Rahul Dev, Sanjay Kapoor",India,2017-11-05 00:00:00,2017,PG-13,"Comedies,Dramas,InternationalMovies","Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",November,153,153
s5185,TV Show,Akulah Balqis,Pali Yahya,"Puteri Balqis, Aeril Zafrel, Nabila Huda, Nazim Othman, Nadia Brian, Bella Dally",NULL,2017-11-03 00:00:00,2015,TV-14,"InternationalTVShows,TVDramas","A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",November,1,1 Season
s5186,TV Show,Alias Grace,NULL,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin, Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg",Canada,2017-11-03 00:00:00,2017,TV-MA,"CrimeTVShows,InternationalTVShows,TVDramas","In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",November,1,1 Season
s5187,Movie,Bandie,Alo Sarkar,"Uttam Kumar, Sulakshana Pandit, Utpal Dutt, Bindu, Amjad Khan, Helen, Indrani Mukherjee, Padma Khanna, Iftekhar",India,2017-11-01 00:00:00,1978,TV-PG,"Action&Adventure,Dramas,InternationalMovies","Heirless Maharaj Brajbhan leaves his throne to his cousin Vikram, but when Brajbhan's wife, Badi Rani, finally conceives, Vikram plots to destroy her.",November,141,141
s5188,Movie,Getaway Plan,Iñaki Dorronsoro,"Alain Hernández, Javier Gutiérrez, Alba Galocha, Itziar Atienza, Luis Tosar, Florin Opritescu, Jaroslaw Bielski, Peter Nikolas",Spain,2017-11-01 00:00:00,2016,TV-MA,"InternationalMovies,Thrillers",Professional burglar and blowtorch expert Víctor is recruited by the Russian mafia to break into a vault as part of an elaborate bank heist.,November,104,104
s5189,Movie,Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed","Yasser Al Jarraf, Haleem Aljabri, Anwar Aljabri, Omar Aljabri, Ali Almarzouqi, Majed Aldheeb, Yousef Almahmodi, Reem Ali",UnitedArabEmirates,2017-11-01 00:00:00,2016,TV-PG,"Action&Adventure,Dramas,InternationalMovies",A competitive streetcar racer's obsession with winning drive him to develop a vehicle with an innovative engine that's never been used before.,November,97,97
s5190,Movie,Pettersson and Findus 2,Ali Samadi Ahadi,"Stefan Kurt, Marianne Sägebrecht, Max Herbrechter",Germany,2017-11-01 00:00:00,2016,TV-G,"Children&FamilyMovies,Comedies","Christmas is just around the corner, but Pettersson and Findus are worried the snowy weather (and lack of a tree) may keep them from celebrating.",November,82,82
s5191,Movie,The Bittersweet,D Ho,"Min-ho Lee, Zhu Xuan",China,2017-11-01 00:00:00,2017,TV-MA,"Action&Adventure,Dramas,InternationalMovies","As a killer stalks the streets, a troubled young courier suspects that a doctor may be the long-lost sister he hasn't seen since childhood.",November,98,98
s5192,TV Show,The Family Court,NULL,"Tay Ping Hui, Qi Yu Wu, Chris Tong, Yao Wenlong, Eelyn Kok, Hong Hui Fang, Ann Kok",NULL,2017-11-01 00:00:00,2010,TV-MA,"InternationalTVShows,TVDramas",Five lawyers from different firms develop a strong bond of friendship that is occasionally tested by their court cases and growing romantic feelings.,November,1,1 Season
s5193,TV Show,The Golden Path,NULL,"Li Nanxing, Chen Liping, Chew Chor Meng, Tay Ping Hui, Joanne Peh, Felicia Chin, Huang Wenyong, Alan Tern",NULL,2017-11-01 00:00:00,2007,TV-MA,"InternationalTVShows,TVDramas","A single mother of five struggles for decades to forge a successful business empire, only to see her family descend into animosity and betrayal.",November,1,1 Season
s5194,TV Show,The Little Nyonya,NULL,"Jeanette Aw, Qi Yu Wu, Pierre Png, Dai Xiangyu, Zen Chong, Joanne Peh, Eelyn Kok, Xiang Yun, Yao Wenlong",NULL,2017-11-01 00:00:00,2009,TV-14,"InternationalTVShows,TVDramas","An orphaned Chinese woman in Singapore refuses to yield to her lowly station in life, setting her family on a tumultuous course for generations.",November,1,1 Season
s5195,TV Show,The Truth,NULL,"Tay Ping Hui, Joanne Peh, Shaun Chen, Rebecca Lim, Zhu Houren, Richard Low",NULL,2017-11-01 00:00:00,2008,TV-14,"CrimeTVShows,InternationalTVShows,TVAction&Adventure","A devious businessman covets his partner's priceless treasure map, while a related murder case calls into question some biological family ties.",November,1,1 Season
s5196,TV Show,Together,NULL,"Jeanette Aw, Dai Xiangyu, Elvin Ng, Eelyn Kok, Zheng Geping, Aileen Tan, Zhou Ying, Hong Hui Fang, Zhang Zhenhuan",Singapore,2017-11-01 00:00:00,2009,TV-14,"InternationalTVShows,TVDramas","Spanning 30 years, a group of dedicated and diverse friends experiences happiness and hardship in a newly independent Singapore.",November,1,1 Season
s5197,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,Judah Friedlander,UnitedStates,2017-10-31 00:00:00,2017,TV-MA,Stand-UpComedy,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1.",October,84,84
s5198,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,Elsa Dorfman,UnitedStates,2017-10-31 00:00:00,2016,R,Documentaries,"Filmmaker Errol Morris probes the life, work and studio of his pal Elsa Dorfman, a Polaroid photographer who's shot luminaries and regular folk alike.",October,76,76
s5199,Movie,SPF-18,Alex Israel,"Carson Meyer, Noah Centineo, Bianca Santos, Jackson White, Sean Russel Herman, Rosanna Arquette, Molly Ringwald, Pamela Anderson, Keanu Reeves, Goldie Hawn",UnitedStates,2017-10-30 00:00:00,2017,PG-13,"Dramas,RomanticMovies,SportsMovies",The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.,October,75,75
s5200,Movie,Pup Star: Better 2Gether,Robert Vince,"Kaitlyn Maher, Obba Babatundé, Lombardo Boyar, Molly Burnett, Chris Coppola, Reggie De Leon, David DeLuise, Matty Finochio, Josh Flitter, Benjamin Flores Jr.",Canada,2017-10-28 00:00:00,2017,PG,"Children&FamilyMovies,Comedies",Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.,October,93,93
s5201,TV Show,Beyond Stranger Things,NULL,"Jim Rash, Matt Duffer, Ross Duffer, Shawn Levy, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Noah Schnapp, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin, Randy Havens, Brett Gelman, Linnea Berthelsen",UnitedStates,2017-10-27 00:00:00,2017,TV-14,"Stand-UpComedy&TalkShows,TVMysteries,TVSci-Fi&Fantasy","Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",October,1,1 Season
s5202,Movie,Joan Didion: The Center Will Not Hold,Griffin Dunne,Joan Didion,UnitedStates,2017-10-27 00:00:00,2017,TV-14,Documentaries,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne.",October,98,98
s5203,Movie,Strange Weather,Katherine Dieckmann,"Holly Hunter, Carrie Coon, Kim Coates, Shane Jacobsen, Andrene Ward-Hammond, Allene Quincy, Glenne Headly",UnitedStates,2017-10-26 00:00:00,2016,R,"Dramas,IndependentMovies","A grieving mother takes a road trip with her friend to confront the man who, she believes, stole her late son's business idea to get rich.",October,91,91
s5204,Movie,The Hateful Eight,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier, Channing Tatum, Zoë Bell",UnitedStates,2017-10-25 00:00:00,2015,R,"Action&Adventure,Thrillers","Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.",October,168,168
s5205,Movie,Jack Whitehall: At Large,Brian Klein,Jack Whitehall,UnitedKingdom,2017-10-24 00:00:00,2017,TV-MA,Stand-UpComedy,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.",October,68,68
s5206,TV Show,The Mist,NULL,"Morgan Spector, Alyssa Sutherland, Gus Birney, Danica Curcic, Okezie Morro, Luke Cosgrove, Darren Pettie, Russell Posner, Frances Conroy, Dan Butler, Isiah Whitlock Jr.",Canada UnitedStates,2017-10-24 00:00:00,2017,TV-MA,"TVDramas,TVHorror,TVMysteries","Trapped by a mysterious fog, residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella.",October,1,1 Season
s5207,TV Show,W1A,NULL,"Hugh Bonneville, Monica Dolan, Jessica Hynes, Rufus Jones, Sarah Parish, Nina Sosanya, Jason Watkins, Hugh Skinner, David Westhead, Jonathan Bailey, Ophelia Lovibond, David Tennant",UnitedKingdom,2017-10-24 00:00:00,2017,TV-MA,"BritishTVShows,TVComedies","The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs.",October,3,3 Seasons
s5208,Movie,1922,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",UnitedStates,2017-10-20 00:00:00,2017,TV-MA,"Dramas,Thrillers","A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",October,103,103
s5209,TV Show,Haters Back Off,NULL,"Colleen Ballinger, Angela Kinsey, Steve Little, Francesca Reale, Erik Stocklin, Matt Besser",UnitedStates,2017-10-20 00:00:00,2017,TV-PG,"TVComedies,TeenTVShows","Determined to make it big, the confident but clueless Miranda Sings embarks on an unlikely quest for fame in this offbeat comedy.",October,2,2 Seasons
s5210,Movie,One of Us,"Heidi Ewing, Rachel Grady",NULL,UnitedStates,2017-10-20 00:00:00,2017,TV-14,Documentaries,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.",October,95,95
s5211,TV Show,The Day I Met El Chapo,NULL,Kate del Castillo,UnitedStates,2017-10-20 00:00:00,2017,TV-MA,"CrimeTVShows,Docuseries,InternationalTVShows","Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",October,1,1 Season
s5212,Movie,Wheelman,Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine",UnitedStates,2017-10-20 00:00:00,2017,TV-MA,Action&Adventure,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,October,82,82
s5213,Movie,Wedding Unplanned,Reem Kherici,"Reem Kherici, Nicolas Duvauchelle, Julia Piaton, Sylvie Testud, François-Xavier Demaison, Chantal Lauby, Lionnel Astier, Ève Saint-Louis, Victoria Monfort, Amelie Fonlupt",France,2017-10-19 00:00:00,2017,TV-MA,"Comedies,InternationalMovies,RomanticMovies","Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",October,94,94
s5214,Movie,Patton Oswalt: Annihilation,Bobcat Goldthwait,Patton Oswalt,UnitedStates,2017-10-17 00:00:00,2017,TV-MA,Stand-UpComedy,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",October,66,66
s5215,Movie,Baadshaho,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Vidyut Jamwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone, Sharad Kelkar, Priyanshu Chatterjee, Denzil Smith",India,2017-10-16 00:00:00,2017,TV-14,"Action&Adventure,InternationalMovies","In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.",October,135,135
s5216,TV Show,In Laws,NULL,"Kelvin Leong, Remon Lim, Loo Aye Keng, Lawrence Wong, Frederick Lee, Danielle Dai, Joey Leong",NULL,2017-10-16 00:00:00,2016,TV-PG,"InternationalTVShows,RomanticTVShows,TVDramas","Once domineered by her own mother, a well-meaning matriarch has trouble being lax with her children, especially when her daughter-in-law moves in.",October,1,1 Season
s5217,TV Show,Laws of Attraction,NULL,"Wayne Chua, Frederick Lee, Steve Yap, Tiffany Leong, Aenie Wong, Kyo Chen, Angie Seow",NULL,2017-10-16 00:00:00,2012,TV-14,"InternationalTVShows,RomanticTVShows,TVComedies","Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs.",October,1,1 Season
s5218,Movie,Lucknow Central,Ranjit Tiwari,"Farhan Akhtar, Diana Penty, Ronit Roy, Gippy Grewal, Deepak Dobriyal, Inaamulhaq, Rajesh Sharma",India,2017-10-16 00:00:00,2017,TV-14,"Dramas,InternationalMovies,Music&Musicals","After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.",October,144,144
s5219,Movie,Belief: The Possession of Janet Moses,David Stubbs,"Kura Forrester, William Davis, Tina Cook, Hariata Moriarty",NewZealand,2017-10-15 00:00:00,2015,TV-MA,"Documentaries,InternationalMovies","This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",October,90,90
s5220,TV Show,Seven and Me,NULL,"Leila Jolene, Flavio Parenti, Josefin Asplund",France,2017-10-15 00:00:00,2017,TV-Y,Kids'TV,A little girl discovers she’s the modern-day descendant of Snow White when seven dwarfs arrive at her suburban home to serve as her guardian angels.,October,1,1 Season
s5221,Movie,Singapore,Shakti Samanta,"Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen",India Malaysia,2017-10-15 00:00:00,1960,TV-PG,"Comedies,Dramas,InternationalMovies","When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",October,158,158
s5222,TV Show,West Coast Customs,NULL,"Ryan Friedlinghaus, Hunter Clancey",UnitedStates,2017-10-15 00:00:00,2015,TV-G,"Docuseries,RealityTV","West Coast Customs, a mecca for well-heeled car lovers, stars as their team creates some of the most luxurious, outrageous vehicles on the planet.",October,6,6 Seasons
s5223,Movie,Blessed Benefit,Mahmoud al Massad,"Ahmad Thaher, Maher Khammash, Odai Hijazi, Nadeem Rimawi, Mahmoud al Massad, Nadim Mushahwar",Germany Jordan Netherlands,2017-10-13 00:00:00,2016,TV-14,"Comedies,Dramas,InternationalMovies","After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.",October,83,83
s5224,Movie,Clair Obscur,Yesim Ustaoglu,"Funda Eryiğit, Ecem Uzun, Mehmet Kurtulus, Okan Yalabik, Serkan Keskin, Sema Poyraz",Turkey France Germany Poland,2017-10-13 00:00:00,2016,TV-MA,"Dramas,InternationalMovies","While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",October,102,102
s5225,Movie,"El Especial de Alex Fernández, el Especial",Jan Suter,Alex Fernández,Mexico,2017-10-13 00:00:00,2017,TV-MA,Stand-UpComedy,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",October,52,52
s5226,Movie,Kingdom of Us,Lucy Cohen,NULL,UnitedKingdom,2017-10-13 00:00:00,2017,TV-MA,Documentaries,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,October,110,110
s5227,Movie,The Babysitter,McG,"Samara Weaving, Hana Mae Lee, Judah Lewis, Robbie Amell, Bella Thorne, Andrew Bachelor, Emily Alyn Lind, Leslie Bibb, Ken Marino",UnitedStates,2017-10-13 00:00:00,2017,TV-MA,"Comedies,HorrorMovies","When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",October,85,85
s5228,Movie,The Meyerowitz Stories (New and Selected),Noah Baumbach,"Adam Sandler, Ben Stiller, Dustin Hoffman, Elizabeth Marvel, Grace Van Patten, Emma Thompson, Candice Bergen, Rebecca Miller, Danny Flaherty, Sakina Jaffrey, Adam David Thompson",UnitedStates,2017-10-13 00:00:00,2017,TV-MA,"Comedies,Dramas,IndependentMovies",Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,October,113,113
s5229,Movie,Barakah Meets Barakah,Mahmoud Sabbagh,"Hisham Fageeh, Fatima Al-Banawi, Sami Hifny, Khairia Nazmi, Abdulmajeed Al-Ruhaidi",SaudiArabia,2017-10-12 00:00:00,2016,TV-MA,"Comedies,InternationalMovies,RomanticMovies",A laid-back civil servant and wealthy video blogger struggle to make it as a modern couple amid strict Saudi social conventions.,October,88,88
s5230,Movie,Bomb Scared,Borja Cobeaga,"Javier Cámara, Julián López, Miren Ibarguren, Gorka Otxoa, Tina Sáinz, Ramón Barea",Spain,2017-10-12 00:00:00,2017,TV-MA,"Comedies,IndependentMovies,InternationalMovies","In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title.",October,89,89
s5231,Movie,Christina P: Mother Inferior,Jay Karas,Christina Pazsitzky,UnitedStates,2017-10-10 00:00:00,2017,TV-MA,Stand-UpComedy,"Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth.",October,59,59
s5232,TV Show,ID-0,NULL,"Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze, Sayaka Ohara, Rikiya Koyama, Hisako Kanemoto, Ari Ozawa, Junko Minagawa, Reina Ueda",Japan,2017-10-06 00:00:00,2017,TV-PG,"AnimeSeries,InternationalTVShows","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",October,1,1 Season
s5233,TV Show,Kibaoh Klashers,NULL,"Ben Diskin, Cherami Leigh, Dakota Basseri, Keith Silverstein, Johnny Yong Bosch, Lucien Dodge, Jamie Simone, Nicolas Roye, Robbie Daymond, Michael Sorich",China,2017-10-06 00:00:00,2017,TV-Y7,Kids'TV,"Young beetle Dylan and his friends Hailey and Ollie team up to compete against tough opponents in the exciting, high-octane sport of Battle Blading.",October,2,2 Seasons
s5234,Movie,The Death and Life of Marsha P. Johnson,David France,NULL,Greece UnitedStates,2017-10-06 00:00:00,2017,TV-MA,"Documentaries,LGBTQMovies","As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson.",October,106,106
s5235,Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,Rodney Carrington,UnitedStates,2017-10-03 00:00:00,2017,TV-MA,Stand-UpComedy,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",October,66,66
s5236,Movie,26 Years,Geun-hyun Cho,"Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min",SouthKorea,2017-10-01 00:00:00,2012,TV-MA,"Dramas,InternationalMovies,Thrillers","Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",October,135,135
s5237,TV Show,Beyblade Burst,NULL,"Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi",Japan,2017-10-01 00:00:00,2016,TV-Y7,"AnimeSeries,Kids'TV","Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.",October,1,1 Season
s5238,TV Show,Equestria Girls: Tales of Canterlot High,NULL,"Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Rebecca Shoichet, Andrew Toth, Ali Liebert",UnitedStates Canada,2017-10-01 00:00:00,2017,TV-Y7,"Kids'TV,TVComedies","In an alternate universe Equestria, the ponies have become teenage girls who must learn what it means to be human while attending Canterlot High.",October,1,1 Season
s5239,Movie,For Your Own Good,Carlos Therón,"Jose Coronado, Javier Cámara, Roberto Álamo, Pilar Castro, María Pujalte, Carmen Ruiz, Silvia Alonso, Georgina Amorós, Andrea Ros, Miki Esparbé",Spain,2017-10-01 00:00:00,2017,TV-MA,"Comedies,InternationalMovies","Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto.",October,93,93
s5240,Movie,Franca: Chaos and Creation,Francesco Carrozzini,NULL,UnitedStates Italy,2017-10-01 00:00:00,2016,TV-MA,"Documentaries,InternationalMovies","A documentary filmmaker chronicles the life and times of his mother, Franca Sozzani, the editor of Italian Vogue and a fashion-world provocateur.",October,79,79
s5241,Movie,Generation Iron 2,Vlad Yudin,NULL,UnitedStates,2017-10-01 00:00:00,2017,PG-13,"Documentaries,SportsMovies","New-generation bodybuilding stars – including Rich Piana, Kai Greene and Calum von Moger – share their experiences competing in the demanding sport.",October,107,107
s5242,Movie,Ghost Patrol,Karen J. Lloyd,"Scott McNeil, Vincent Tong, Travis Turner, Shannon Chan-Kent, Lili Beaudoin",Canada,2017-10-01 00:00:00,2016,TV-Y7,"Children&FamilyMovies,Comedies",Two kids and their pet dog (aka the Ghost Patrol) get a call about an old manor and soon find they are investigating their first real haunted house.,October,47,47
s5243,TV Show,Justice in the City,NULL,"Chris Tong, Shaun Chen, Emily Lim, Remus Kam, Zhang Shui Fa",NULL,2017-10-01 00:00:00,2012,TV-14,"InternationalTVShows,TVDramas","Repeatedly on opposite sides of civil cases, two lawyers fall in love outside the courtroom, but circumstances hinder their romance from blossoming.",October,1,1 Season
s5244,TV Show,Noddy Toyland Detective,NULL,NULL,France UnitedKingdom UnitedStates,2017-10-01 00:00:00,2016,TV-Y,Kids'TV,"Toyland’s boy detective, Noddy, solves mysteries and finds missing objects with help from his friends: a panda, a superhero, a dinosaur and a robot.",October,2,2 Seasons
s5245,TV Show,Star Trek: Enterprise,NULL,"Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating, Anthony Montgomery, Linda Park, Connor Trinneer",UnitedStates,2017-10-01 00:00:00,2004,TV-14,"Classic&CultTV,TVAction&Adventure,TVSci-Fi&Fantasy","Capt. Archer and his crew explore space and discover human innovation-expanding technologies as they meet new alien races in this ""Star Trek"" prequel.",October,4,4 Seasons
s5246,TV Show,Star Trek: Voyager,NULL,"Kate Mulgrew, Robert Beltran, Roxann Dawson, Jennifer Lien, Robert Duncan McNeill, Ethan Phillips, Robert Picardo, Tim Russ, Jeri Ryan, Garrett Wang, Tarik Ergin",UnitedStates,2017-10-01 00:00:00,2000,TV-PG,"TVAction&Adventure,TVSci-Fi&Fantasy","On Voyager's 75-year journey back to Earth, the crew members encounter unknown species as they draw closer to a mysterious quadrant of space.",October,7,7 Seasons
s5247,TV Show,Sudden,NULL,"Rui En, Romeo Tan, Rebecca Lim, Zhang Zhenhuan",Singapore,2017-10-01 00:00:00,2013,TV-14,"InternationalTVShows,RomanticTVShows,TVDramas",A car accident sends four lawyers spiraling in different directions as they scramble to rebuild their shattered lives.,October,1,1 Season
s5248,TV Show,The Dream Catchers,NULL,"Rui En, Tay Ping Hui, Jesseca Liu, Shaun Chen, Elvin Ng, Nat Ho, Dawn Yeoh, Paige Chua, Zhang Zhenhuan",Singapore,2017-10-01 00:00:00,2009,TV-14,"InternationalTVShows,RomanticTVShows,TVDramas",Four engineers from different walks of life cross paths in pursuit of the same selfless dream: making the world a better place – and finding love.,October,1,1 Season
s5249,Movie,The Lion Woman,Vibeke Idsøe,"Rolf Lassgård, Kjersti Tveterås, Rolf Kristian Larsen, Ole Johan Skjelbred-Knutsen, Karen-Lise Mynster, Ida Ursin-Holm, Lisa Loven Kongsli, Connie Nielsen, Henrik Mestad, Kåre Conradi, Mathilde Thomine Storm",Norway Germany,2017-10-01 00:00:00,2016,TV-14,"Dramas,InternationalMovies",A girl born with a condition that causes abnormal hair growth across her body tries to cope with the challenges of being different.,October,118,118
s5250,Movie,Verónica,"Carlos Algara, Alejandro Martinez-Beltran","Arcelia Ramírez, Olga Segura, Sofía Garza",Mexico,2017-10-01 00:00:00,2017,TV-MA,"Dramas,IndependentMovies,InternationalMovies","A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries.",October,81,81
s5251,TV Show,What She Put on the Table,NULL,"Amber An, Sun Ke-fang, Chang Yao-jen, Wang Man-chiao, Hans Chung, Chris Lee, Yan Yu-lin, Kiki Chen, Steven Chiang",Taiwan,2017-10-01 00:00:00,2017,TV-14,"InternationalTVShows,TVDramas","Based on the life of TV chef Fu Pei-mei, this drama follows two women – one rich, the other poor – who fortuitously cross paths in 1950s Taiwan.",October,1,1 Season
s5252,TV Show,The Royal House of Windsor,NULL,NULL,UnitedKingdom,2017-09-30 00:00:00,2017,TV-MA,"BritishTVShows,Docuseries,InternationalTVShows","Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more.",September,1,1 Season
s5253,Movie,Gerald's Game,Mike Flanagan,"Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia",UnitedStates,2017-09-29 00:00:00,2017,TV-MA,"HorrorMovies,Thrillers","When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice.",September,103,103
s5254,Movie,Long Shot,Jacob LaMendola,NULL,UnitedStates,2017-09-29 00:00:00,2017,TV-14,Documentaries,"When Juan Catalan is arrested for a murder he didn't commit, he builds his case for innocence around raw footage from a popular TV show. A documentary.",September,40,40
s5255,TV Show,Mak Cun,NULL,"Erma Fatima, Rahim Razali, Umie Aida, Nora Danish",NULL,2017-09-29 00:00:00,2015,TV-PG,"InternationalTVShows,TVComedies,TVDramas",A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.,September,1,1 Season
s5256,Movie,Our Souls at Night,Ritesh Batra,"Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville",UnitedStates,2017-09-29 00:00:00,2017,TV-14,"Dramas,RomanticMovies","After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom.",September,103,103
s5257,Movie,Out of Thin Air,Dylan Howitt,NULL,NULL,2017-09-29 00:00:00,2017,TV-MA,"Documentaries,InternationalMovies","Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted.",September,85,85
s5258,TV Show,Paul Hollywood's Big Continental Road Trip,NULL,Paul Hollywood,UnitedKingdom,2017-09-29 00:00:00,2017,TV-14,"BritishTVShows,Docuseries,InternationalTVShows","Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.",September,1,1 Season
